日付,感染者数1日,感染者数累計,死者数1日,死者数累計,平均気温,月,火,水,木,金,土,日,平日か休日か金曜か,祝日か祝日でないか,平日か休日か,祝日か祝日でないか祝日前日か,平日か休日かlast,平日か休日か休日の前日かlast,ラグ変数,曜日,週の前半後半1,月,週の前半後半2,降水量の合計mm,平均湿度,緊急事態宣言,ワクチン接種者数,退院者数累計,退院者数,入院中,軽症・中等症,重症,宿泊療養,自宅療養,調整中,PCR検査陽性者数,抗原検査陽性者数,PCR検査陰性者数,抗原検査陰性者数,検査人数7日間移動平均,陽性率,救急医療_東京ルール適用件数,救急医療_東京ルール適用件数_7日間移動平均値,日照時間hour,平均風速m/s,平均現地気圧hPa,平均雲量10分比,人動増減率前日比平均,感染者数の増加前日比,冬ダミー,感受性人口S,感染性人口I,SI,長期休暇ダミー,ラグ平均気温,ラグ平均湿度,ラグ緊急事態宣言,ラグ冬ダミー,ラグワクチン接種者数,ラグ長期休暇ダミー,正月ダミー,ラグ正月ダミー,ラグ人動増減率前日比平均,PCR検査数,抗原検査数,PCRと抗原検査数,小売娯楽の移動基準比,食料品店薬局の移動基準比,公園の移動基準比,乗換駅の移動基準比,職場の移動基準比,住宅の移動基準比,ラグ小売娯楽の移動基準比,ラグ食料品店薬局の移動基準比,ラグ公園の移動基準比,ラグ乗換駅の移動基準比,ラグ職場の移動基準比,ラグ住宅の移動基準比,人の動き平均,ラグ人の動き平均,ラグ日照時間,四季ダミー,ラグ四季ダミー,Sワクチン接種者抜き,Rワクチン接種者抜き,SIワクチン抜き,ラグSI,ラグSIワクチン抜き,アルファベータガンマ変異株陽性者数,デルタカッパ変異株陽性者数,変異株陽性者数,ラグアルファベータガンマ変異株陽性者数,ラグデルタカッパ変異株陽性者数,ラグ変異株陽性者数,ラグ変数従来株,自殺者数,実質GDP,ラグ実質GDP
2020/9/29,211,25538,1,407,19.7,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,78,火,_週の前半,9月,_週の前半,0,67,_なし,0,22956,177,1159,1136,23,249,429,347,193,24,4953,690,4827.9,0.037,34,34.4,3.5,3,1009,10,-0.333333333,133,_冬でない,13926309,1964,27351270876,_なし,22.5,76,_なし,_冬でない,0,_なし,_なし,_なし,-1.275,5146,714,5860,-18,0,-5,-26,-19,9,-12,-7,28,-48,-71,19,-9.833333333,-15.16666667,5.5,秋,秋,13926309,22956,27351270876,31420067760,31420067760,0,0,0,0,0,0,78,194,533984.4,533984.4
2020/9/30,194,25732,1,408,20,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,211,水,_週の前半,9月,_週の前半,0,66,_なし,0,23147,191,1165,1144,21,257,427,334,192,17,4453,674,4680.3,0.037,29,34.3,10.4,2.6,1005.1,3.8,4.075,-17,_冬でない,13926098,1983,27615452334,_なし,20.2,95,_なし,_冬でない,0,_なし,_なし,_なし,80.51666667,4645,691,5336,-18,2,-1,-26,-18,8,-18,-4,25,-51,-71,22,-8.833333333,-16.16666667,0,秋,秋,13926098,23147,27615452334,29887872062,29887872062,0,0,0,0,0,0,211,194,533984.4,533984.4
2020/10/1,234,25966,1,409,19.5,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,194,木,週の後半,10月,週の後半,1,85,_なし,0,23430,283,1103,1081,22,246,417,368,151,15,4499,654,4649.1,0.036,36,33.6,2.2,1.7,1008,7.8,-0.691666667,40,_冬でない,13925904,1893,26361736272,_なし,19,92,_なし,_冬でない,0,_なし,_なし,_なし,-7.366666667,4650,669,5319,-21,-4,-16,-27,-20,10,-30,-10,-35,-27,-19,10,-13,-18.5,0,秋,秋,13925904,23430,26361736272,26907327216,26907327216,0,0,0,0,0,0,194,256,545724.8,533984.4
2020/10/2,196,26162,0,409,21,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,234,金,週の後半,10月,週の後半,0,72,_なし,0,23709,279,1047,1025,22,256,412,336,151,14,4708,662,4626.7,0.034,37,34.7,10.7,2.5,1013.8,2.8,-0.408333333,-38,_冬でない,13925670,1848,25734638160,_なし,19.4,95,_なし,_冬でない,0,_なし,_なし,_なし,9.958333333,4859,676,5535,-22,-3,-8,-27,-19,10,-32,-16,-40,-33,-23,13,-11.5,-21.83333333,0,秋,秋,13925670,23709,25734638160,25249641935,25249641935,0,0,0,0,0,0,234,256,545724.8,533984.4
2020/10/3,205,26367,2,411,21.7,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,196,土,週の後半,10月,週の後半,0,74,_なし,0,23898,189,1024,999,25,257,403,383,86,13,2749,526,4653.6,0.034,29,34.7,3.9,1.7,1014.3,8.5,-30.95833333,9,_冬でない,13925474,1853,25803903322,_なし,18.5,97,_なし,_冬でない,0,_なし,_なし,_なし,-31.54166667,2835,539,3374,-17,0,0,-24,-10,5,-28,-8,-39,-27,-20,12,-7.666666667,-18.33333333,0,秋,秋,13925474,23898,25803903322,26265944800,26265944800,0,0,0,0,0,0,196,256,545724.8,533984.4
2020/10/4,107,26474,0,411,22,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,205,日,_週の前半,10月,週の後半,0,77,_なし,0,23963,65,1070,1044,26,278,435,327,50,6,1073,276,4687,0.033,44,35,1.5,2,1009.5,10,-7.808333333,-98,_冬でない,13925269,1993,27753061117,_なし,19.7,88,_なし,_冬でない,0,_なし,_なし,_なし,-7.183333333,1123,282,1405,-17,-1,5,-26,-10,4,-24,-7,-44,-26,-9,7,-7.5,-17.16666667,1.3,秋,秋,13925269,23963,27753061117,28660800798,28660800798,0,0,0,0,0,0,205,256,545724.8,533984.4
2020/10/5,65,26539,2,413,21.7,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,107,月,_週の前半,10月,_週の前半,0,81,_なし,0,24152,189,1057,1032,25,266,422,240,194,35,5016,1006,4725.7,0.034,41,35.7,1.5,2,1003.8,10,113.275,-42,_冬でない,13925162,1909,26583134258,_なし,21.5,71,_なし,_冬でない,0,_なし,_なし,_なし,119.8833333,5210,1041,6251,-23,-5,-15,-26,-18,9,-16,1,-3,-27,-8,5,-13,-8,10.8,秋,秋,13925162,24152,26583134258,28744062768,28744062768,0,0,0,0,0,0,107,256,545724.8,533984.4
2020/10/6,176,26715,1,414,21,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,65,火,_週の前半,10月,_週の前半,0,52,_なし,0,24379,227,976,951,25,243,401,314,151,15,4878,791,4722.1,0.033,33,35.6,2.7,2.6,1012.9,8.3,0.258333333,111,_冬でない,13925097,1746,24313219362,_なし,19.7,67,_なし,_冬でない,0,_なし,_なし,_なし,-0.333333333,5029,806,5835,-19,-2,-4,-27,-19,9,-19,-1,-8,-24,-18,8,-10.33333333,-10.33333333,3.5,秋,秋,13925097,24379,24313219362,27351270876,27351270876,0,0,0,0,0,0,65,256,545724.8,533984.4
2020/10/7,140,26855,2,416,18.3,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,176,水,_週の前半,10月,_週の前半,6,73,_なし,0,24585,206,976,952,24,236,380,276,183,30,4556,774,4751.7,0.033,31,35.9,3.2,2.7,1021.3,8.5,2.025,-36,_冬でない,13924921,1714,23867314594,_なし,20,66,_なし,_冬でない,0,_なし,_なし,_なし,4.075,4739,804,5543,-24,-9,-20,-27,-19,9,-18,0,-5,-26,-19,9,-15,-9.833333333,10.4,秋,秋,13924921,24585,23867314594,27615452334,27615452334,0,0,0,0,0,0,176,256,545724.8,533984.4
2020/10/8,248,27103,1,417,14.7,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,140,木,週の後半,10月,週の後半,44,99,_なし,0,24773,188,979,957,22,216,366,366,210,25,4250,622,4721.4,0.035,31,35.1,0,2.4,1023.2,10,-1.083333333,108,_冬でない,13924781,1665,23184760365,_なし,19.5,85,_なし,_冬でない,0,_なし,_なし,_なし,-0.691666667,4460,647,5107,-31,-17,-49,-29,-22,12,-18,2,-1,-26,-18,8,-22.66666667,-8.833333333,2.2,秋,秋,13924781,24773,23184760365,26361736272,26361736272,0,0,0,0,0,0,140,256,545724.8,545724.8
2020/10/9,203,27306,4,421,14.5,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,248,金,週の後半,10月,週の後半,38,99,_なし,0,24986,213,1006,985,21,238,344,325,163,19,4830,670,4742.4,0.036,32,34.4,0,2.8,1022.6,10,0.533333333,-45,_冬でない,13924533,1696,23616007968,_なし,21,72,_なし,_冬でない,0,_なし,_なし,_なし,-0.408333333,4993,689,5682,-31,-12,-49,-29,-22,13,-21,-4,-16,-27,-20,10,-21.66666667,-13,10.7,秋,秋,13924533,24986,23616007968,25734638160,25734638160,0,0,0,0,0,0,248,256,545724.8,545724.8
2020/10/10,248,27554,0,421,16,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,203,土,週の後半,10月,週の後半,73.5,100,_なし,0,25144,158,1008,984,24,251,339,406,121,20,2602,528,4727.7,0.037,35,35.3,0,2.7,1014.7,10,-37.425,45,_冬でない,13924330,1741,24242258530,_なし,21.7,74,_なし,_冬でない,0,_なし,_なし,_なし,-30.95833333,2723,548,3271,-37,-22,-64,-39,-19,12,-22,-3,-8,-27,-19,10,-28.16666667,-11.5,3.9,秋,秋,13924330,25144,24242258530,25803903322,25803903322,0,0,0,0,0,0,203,256,545724.8,545724.8
2020/10/11,146,27700,0,421,19.8,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,248,日,_週の前半,10月,週の後半,0.5,91,_なし,0,25209,65,1085,1061,24,305,357,338,45,11,886,315,4706.6,0.037,47,35.7,0.4,2.7,1008.5,10,5,-102,_冬でない,13924082,1924,26789933768,_なし,22,77,_なし,_冬でない,0,_なし,_なし,_なし,-7.808333333,931,326,1257,-16,3,-17,-28,-9,5,-17,0,0,-24,-10,5,-10.33333333,-7.666666667,1.5,秋,秋,13924082,25209,26789933768,27753061117,27753061117,0,0,0,0,0,0,248,256,545724.8,545724.8
2020/10/12,78,27778,0,421,21.5,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,146,月,_週の前半,10月,_週の前半,0,87,_なし,0,25358,149,1116,1091,25,308,378,212,193,28,4952,989,4693.9,0.037,43,36,2.5,2.1,1007.9,9.5,116.5166667,-68,_冬でない,13923936,1921,26747881056,_なし,21.7,81,_なし,_冬でない,0,_なし,_なし,_なし,113.275,5145,1017,6162,-21,-3,-11,-26,-19,8,-17,-1,5,-26,-10,4,-12,-7.5,1.5,秋,秋,13923936,25358,26747881056,26583134258,26583134258,0,0,0,0,0,0,146,256,545724.8,545724.8
2020/10/13,166,27944,2,423,22.1,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,78,火,_週の前半,10月,_週の前半,0,79,_なし,0,25562,204,1083,1056,27,294,325,272,195,22,4719,769,4675.3,0.039,38,36.7,4.2,2.5,1009.5,8.5,-0.266666667,88,_冬でない,13923858,1793,24965477394,_なし,21,52,_なし,_冬でない,0,_なし,_なし,_なし,0.258333333,4914,791,5705,-20,-2,-5,-26,-19,9,-23,-5,-15,-26,-18,9,-10.5,-13,2.7,秋,秋,13923858,25562,24965477394,24313219362,24313219362,0,0,0,0,0,0,78,256,545724.8,545724.8
2020/10/14,177,28121,2,425,20.3,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,166,水,_週の前半,10月,_週の前半,0,67,_なし,0,25846,284,1008,983,25,301,272,284,188,25,4288,738,4631.9,0.039,25,35.9,0.7,2.3,1015.1,10,3.15,11,_冬でない,13923692,1673,23294336716,_なし,18.3,73,_なし,_冬でない,0,_なし,_なし,_なし,2.025,4476,763,5239,-20,-3,-7,-26,-19,9,-19,-2,-4,-27,-19,9,-11,-10.33333333,3.2,秋,秋,13923692,25846,23294336716,23867314594,23867314594,0,0,0,0,0,0,166,256,545724.8,545724.8
2020/10/15,284,28405,2,427,16.8,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,177,木,週の後半,10月,週の後半,1,83,_なし,0,26091,245,1000,975,25,294,254,354,164,15,4175,693,4623.3,0.037,27,35.3,0,2.7,1017,10,-0.066666667,107,_冬でない,13923515,1603,22319394545,_なし,14.7,99,_なし,_冬でない,0,_なし,_なし,_なし,-1.083333333,4339,708,5047,-23,-5,-29,-26,-20,10,-24,-9,-20,-27,-19,9,-15.5,-15,0,秋,秋,13923515,26091,22319394545,23184760365,23184760365,0,0,0,0,0,0,177,256,545724.8,545724.8
2020/10/16,183,28588,4,431,16.1,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,284,金,週の後半,10月,週の後半,0,59,_なし,0,26306,215,1002,977,25,332,234,299,173,17,4655,754,4611.4,0.038,35,35.7,4.1,2.9,1018.4,9.5,2.575,-101,_冬でない,13923231,1668,23223949308,_なし,14.5,99,_なし,_冬でない,0,_なし,_なし,_なし,0.533333333,4828,771,5599,-19,0,-16,-25,-20,10,-31,-17,-49,-29,-22,12,-11.66666667,-22.66666667,0,秋,秋,13923231,26306,23223949308,23616007968,23616007968,0,0,0,0,0,0,284,256,545724.8,545724.8
2020/10/17,235,28823,3,434,12.7,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,183,土,週の後半,10月,週の後半,23,93,_なし,0,26474,168,997,974,23,334,235,365,119,9,2842,495,4639.1,0.037,30,35,0,2.2,1018.7,10,-30.83333333,52,_冬でない,13923048,1680,23390720640,_なし,16,100,_なし,_冬でない,0,_なし,_なし,_なし,-37.425,2961,504,3465,-26,-16,-58,-26,-15,8,-31,-12,-49,-29,-22,13,-22.16666667,-21.66666667,0,秋,秋,13923048,26474,23390720640,24242258530,24242258530,0,0,0,0,0,0,183,256,545724.8,545724.8
2020/10/18,132,28955,2,436,14.3,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,235,日,_週の前半,10月,週の後半,0.5,83,_なし,0,26577,103,1051,1027,24,339,256,312,40,3,991,270,4645.9,0.037,44,34.6,4.2,2.1,1019.1,7,-0.158333333,-103,_冬でない,13922813,1810,25200291530,_なし,19.8,91,_なし,_冬でない,0,_なし,_なし,_なし,5,1031,273,1304,-11,3,1,-21,-8,3,-37,-22,-64,-39,-19,12,-5.5,-28.16666667,0.4,秋,秋,13922813,26577,25200291530,26789933768,26789933768,0,0,0,0,0,0,235,256,545724.8,545724.8
2020/10/19,78,29033,0,436,13.1,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,132,月,_週の前半,10月,_週の前半,9,89,_なし,0,26810,233,1062,1038,24,308,252,178,162,22,4506,856,4557.9,0.036,35,33.4,0,2.4,1020,7.5,90.93333333,-54,_冬でない,13922681,1709,23793861829,_なし,21.5,87,_なし,_冬でない,0,_なし,_なし,_なし,116.5166667,4668,878,5546,-27,-13,-36,-26,-19,10,-16,3,-17,-28,-9,5,-18.5,-10.33333333,2.5,秋,秋,13922681,26810,23793861829,26747881056,26747881056,0,0,0,0,0,0,132,256,545724.8,545724.8
2020/10/20,139,29172,1,437,15.6,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,78,火,_週の前半,10月,_週の前半,0,75,_なし,0,27038,228,982,958,24,295,219,214,155,23,4377,742,4499.6,0.035,34,32.9,7.7,2.3,1022,5.3,1.991666667,61,_冬でない,13922603,1558,21691415474,_なし,22.1,79,_なし,_冬でない,0,_なし,_なし,_なし,-0.266666667,4532,765,5297,-16,2,-7,-25,-19,8,-21,-3,-11,-26,-19,8,-9.5,-12,4.2,秋,秋,13922603,27038,21691415474,24965477394,24965477394,0,0,0,0,0,0,78,256,545724.8,545724.8
2020/10/21,145,29317,2,439,16,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,139,水,_週の前半,10月,_週の前半,0,69,_なし,0,27227,189,990,966,24,268,202,209,148,16,4152,740,4473.4,0.034,39,34.9,7.5,2.6,1022.3,4.8,1.808333333,6,_冬でない,13922464,1506,20967230784,_なし,20.3,67,_なし,_冬でない,0,_なし,_なし,_なし,3.15,4300,756,5056,-18,-2,-3,-25,-18,8,-20,-2,-5,-26,-19,9,-9.666666667,-10.5,0.7,秋,秋,13922464,27227,20967230784,23294336716,23294336716,0,0,0,0,0,0,139,256,545724.8,545724.8
2020/10/22,185,29502,3,442,17.4,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,145,木,週の後半,10月,週の後半,0,70,_なし,0,27455,228,944,920,24,242,187,250,140,19,4448,674,4506.9,0.033,41,36.9,3,2.3,1015.2,10,-1.966666667,40,_冬でない,13922319,1420,19769692980,_なし,16.8,83,_なし,_冬でない,0,_なし,_なし,_なし,-0.066666667,4588,693,5281,-19,-3,-13,-26,-19,9,-20,-3,-7,-26,-19,9,-11.83333333,-11,0,秋,秋,13922319,27455,19769692980,22319394545,22319394545,0,0,0,0,0,0,145,256,545724.8,545724.8
2020/10/23,186,29688,3,445,16.8,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,185,金,週の後半,10月,週の後半,8.5,93,_なし,0,27626,171,964,941,23,220,200,251,179,19,4687,724,4508.3,0.033,36,37,0,2,1000.6,10,2.3,1,_冬でない,13922134,1431,19922573754,_なし,16.1,59,_なし,_冬でない,0,_なし,_なし,_なし,2.575,4866,743,5609,-25,-10,-38,-27,-20,11,-23,-5,-29,-26,-20,10,-18.16666667,-15.5,4.1,秋,秋,13922134,27626,19922573754,23223949308,23223949308,0,0,0,0,0,0,185,256,545724.8,545724.8
2020/10/24,201,29889,0,445,17.3,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,186,土,週の後半,10月,週の後半,0,56,_なし,0,27809,183,945,920,25,226,191,293,109,10,2504,523,4462.7,0.033,27,36.6,7.8,3.1,1002.8,5,-26.25833333,15,_冬でない,13921948,1434,19964073432,_なし,12.7,93,_なし,_冬でない,0,_なし,_なし,_なし,-30.83333333,2613,533,3146,-11,2,0,-19,-10,3,-19,0,-16,-25,-20,10,-5.833333333,-11.66666667,0,秋,秋,13921948,27809,19964073432,23390720640,23390720640,0,0,0,0,0,0,186,256,545724.8,545724.8
2020/10/25,124,30013,2,447,15.5,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,201,日,_週の前半,10月,週の後半,0,55,_なし,0,27889,80,980,952,28,252,201,264,52,2,1027,272,4469.7,0.034,52,37.7,8.4,2.6,1009.7,1.5,-3.35,-77,_冬でない,13921747,1553,21620473091,_なし,14.3,83,_なし,_冬でない,0,_なし,_なし,_なし,-0.158333333,1079,274,1353,-9,3,18,-19,-8,2,-26,-16,-58,-26,-15,8,-2.166666667,-22.16666667,4.2,秋,秋,13921747,27889,21620473091,25200291530,25200291530,0,0,0,0,0,0,201,256,545724.8,545724.8
2020/10/26,102,30115,3,450,16.2,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,124,月,_週の前半,10月,_週の前半,0,65,_なし,0,27986,97,1037,1008,29,246,212,196,146,12,4487,904,4470.1,0.033,38,38.1,8.6,2,1013.3,6.3,93.975,-22,_冬でない,13921623,1577,21954399471,_なし,13.1,89,_なし,_冬でない,0,_なし,_なし,_なし,90.93333333,4633,916,5549,-18,-2,-11,-24,-17,7,-11,3,1,-21,-8,3,-10.83333333,-5.5,0,秋,秋,13921623,27986,21954399471,23793861829,23793861829,0,0,0,0,0,0,124,256,545724.8,545724.8
2020/10/27,158,30273,1,451,16.7,0,1,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,102,火,_週の前半,10月,_週の前半,0,65,_なし,0,28218,232,934,901,33,261,192,229,178,16,4378,740,4472.3,0.033,28,37.3,6,2.2,1016.5,8.3,-1.458333333,56,_冬でない,13921521,1446,20130519366,_なし,15.6,75,_なし,_冬でない,0,_なし,_なし,_なし,1.991666667,4556,756,5312,-16,-2,-7,-25,-18,8,-27,-13,-36,-26,-19,10,-10,-18.5,7.7,秋,秋,13921521,28218,20130519366,21691415474,21691415474,0,0,0,0,0,0,102,256,545724.8,545724.8
2020/10/28,171,30444,0,451,16.6,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,158,水,_週の前半,10月,_週の前半,0,73,_なし,0,28373,155,951,921,30,263,177,241,157,12,4095,766,4468.6,0.034,33,36.4,2.2,1.7,1016.4,8,0.891666667,13,_冬でない,13921363,1449,20172054987,_なし,16,69,_なし,_冬でない,0,_なし,_なし,_なし,1.808333333,4252,778,5030,-18,-3,-8,-26,-18,8,-16,2,-7,-25,-19,8,-10.83333333,-9.5,7.5,秋,秋,13921363,28373,20172054987,20967230784,20967230784,0,0,0,0,0,0,158,256,545724.8,545724.8
2020/10/29,220,30664,2,453,17.3,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,171,木,週の後半,10月,週の後半,0,55,_なし,0,28526,153,969,940,29,249,173,307,162,20,3949,764,4413.4,0.035,32,35.1,9.7,2.9,1013.4,4.8,0.391666667,49,_冬でない,13921192,1465,20394546280,_なし,17.4,70,_なし,_冬でない,0,_なし,_なし,_なし,-1.966666667,4111,784,4895,-18,-4,-9,-27,-18,8,-18,-2,-3,-25,-18,8,-11.33333333,-9.666666667,3,秋,秋,13921192,28526,20394546280,19769692980,19769692980,0,0,0,0,0,0,171,256,545724.8,545724.8
2020/10/30,203,30867,2,455,14.9,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,220,金,週の後半,10月,週の後半,0,47,_なし,0,28718,192,973,942,31,258,202,275,154,16,3752,754,4280.1,0.035,23,33.3,1.6,3.2,1015.8,6.3,4.7,-17,_冬でない,13920972,1491,20756169252,_なし,16.8,93,_なし,_冬でない,0,_なし,_なし,_なし,2.3,3906,770,4676,-19,-4,-19,-27,-18,9,-19,-3,-13,-26,-19,9,-13,-11.83333333,0,秋,秋,13920972,28718,20756169252,19922573754,19922573754,0,0,0,0,0,0,220,256,545724.8,545724.8
2020/10/31,215,31082,0,455,13.8,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,203,土,週の後半,10月,週の後半,0,54,_なし,0,28886,168,943,910,33,283,206,323,107,3,2101,419,4206.4,0.035,33,34.1,9.6,2.4,1022.7,0,-27.275,12,_冬でない,13920769,1526,21243093494,_なし,17.3,56,_なし,_冬でない,0,_なし,_なし,_なし,-26.25833333,2208,422,2630,-14,-1,-3,-20,-8,4,-25,-10,-38,-27,-20,11,-7,-18.16666667,7.8,秋,秋,13920769,28886,21243093494,19964073432,19964073432,0,0,0,0,0,0,203,256,545724.8,545724.8
2020/11/1,116,31198,0,455,14.3,0,0,0,0,0,0,1,休日,_祝日でない,休日,_祝日でない,休日,休日,215,日,_週の前半,11月,週の後半,0,69,_なし,0,28958,72,1013,979,34,298,215,273,52,6,848,324,4188.9,0.036,40,32.4,2.7,2.1,1022.6,7.5,-7.666666667,-99,_冬でない,13920554,1669,23233404626,_なし,15.5,55,_なし,_冬でない,0,_なし,_なし,_なし,-3.35,900,330,1230,-14,-3,2,-23,-7,3,-11,2,0,-19,-10,3,-7,-5.833333333,8.4,秋,秋,13920554,28958,23233404626,21620473091,21620473091,0,0,0,0,0,0,215,197,543811.1,545724.8
2020/11/2,87,31285,4,459,15.6,1,0,0,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,祝日前日,_平日,休日前日,116,月,_週の前半,11月,_週の前半,2.5,78,_なし,0,29102,144,1031,999,32,297,213,191,158,46,4489,968,4204.9,0.037,34,31.9,2.7,1.8,1014.1,8,90.025,-29,_冬でない,13920438,1637,22787757006,_なし,16.2,65,_なし,_冬でない,0,_なし,_なし,_なし,93.975,4647,1014,5661,-16,-7,-22,-26,-21,8,-9,3,18,-19,-8,2,-14,-2.166666667,8.6,秋,秋,13920438,29102,22787757006,21954399471,21954399471,0,0,0,0,0,0,116,197,543811.1,545724.8
2020/11/3,209,31494,0,459,14.8,0,1,0,0,0,0,0,_平日(金曜除く),祝日である,_平日,祝日である,休日,休日,87,火,_週の前半,11月,_週の前半,4.5,92,_なし,0,29227,125,1024,992,32,274,192,326,123,12,1892,345,3784.9,0.039,49,34.9,0.2,1.8,1004.4,10,-23.89166667,122,_冬でない,13920351,1599,22258641249,_なし,16.7,65,_なし,_冬でない,0,_なし,_なし,_なし,-1.458333333,2015,357,2372,-13,-6,-1,-51,-69,23,-18,-2,-11,-24,-17,7,-19.5,-10.83333333,6,秋,秋,13920351,29227,22258641249,20130519366,20130519366,0,0,0,0,0,0,87,197,543811.1,545724.8
2020/11/4,122,31616,0,459,13.7,0,0,1,0,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,209,水,_週の前半,11月,_週の前半,0,47,_なし,0,29411,184,1040,1005,35,267,214,233,199,53,4513,992,3888.7,0.041,33,34.9,8.6,3,1011.7,2,82.85833333,-87,_冬でない,13920142,1624,22606310608,_なし,16.6,73,_なし,_冬でない,0,_なし,_なし,_なし,0.891666667,4712,1045,5757,-21,-4,-9,-26,-15,7,-16,-2,-7,-25,-18,8,-11.33333333,-10,2.2,秋,秋,13920142,29411,22606310608,20172054987,20172054987,0,0,0,0,0,0,209,197,543811.1,545724.8
2020/11/5,269,31885,2,461,13.4,0,0,0,1,0,0,0,_平日(金曜除く),_祝日でない,_平日,_祝日でない,_平日,_平日,122,木,週の後半,11月,週の後半,0,56,_なし,0,29615,204,973,935,38,264,215,365,216,40,4424,812,3974,0.043,43,36.4,9.2,2.1,1021.2,0.5,-1.375,147,_冬でない,13920020,1540,21436830800,_なし,17.3,55,_なし,_冬でない,0,_なし,_なし,_なし,0.391666667,4640,852,5492,-19,-4,-12,-26,-17,8,-18,-3,-8,-26,-18,8,-11.66666667,-10.83333333,9.7,秋,秋,13920020,29615,21436830800,20394546280,20394546280,0,0,0,0,0,0,122,197,543811.1,545724.8
2020/11/6,242,32127,0,461,12.8,0,0,0,0,1,0,0,金曜,_祝日でない,_平日,_祝日でない,_平日,休日前日,269,金,週の後半,11月,週の後半,0,67,_なし,0,29839,224,978,941,37,275,243,339,265,33,4745,765,4135.7,0.045,31,37.6,0.4,1.7,1022,9.8,2.433333333,-27,_冬でない,13919751,1585,22062805335,_なし,14.9,47,_なし,_冬でない,0,_なし,_なし,_なし,4.7,5010,798,5808,-21,-4,-17,-27,-17,9,-18,-4,-9,-27,-18,8,-12.83333333,-11.33333333,1.6,秋,秋,13919751,29839,22062805335,20756169252,20756169252,0,0,0,0,0,0,269,197,543811.1,545724.8
2020/11/7,294,32421,0,461,15.5,0,0,0,0,0,1,0,休日,_祝日でない,休日,_祝日でない,休日,休日,242,土,週の後半,11月,週の後半,0,77,_なし,0,29976,137,988,952,36,316,254,434,184,18,3174,584,4325.7,0.046,51,40.1,1.2,1.6,1012.2,9.5,-27.34166667,52,_冬でない,13919509,1690,23523970210,_なし,13.8,54,_なし,_冬でない,0,_なし,_なし,_なし,-27.275,3358,602,3960,-17,-4,-12,-22,-8,5,-19,-4,-19,-27,-18,9,-9.666666667,-13,9.6,秋,秋,13919509,29976,23523970210,21243093494,21243093494,0,0,0,0,0,0,242,197,543811.1,545724.8
